split,calibration_method,uncertainty_metric,threshold,loss,experts_per_token,method,fraction_k2,execution,seed
validation_exploratory_linear_hidden_router_seed_11,,,-0.07826060056686401,2.0254147696495055,2.0,linear_hidden_router,1.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,-0.02552922163158655,2.0255196475982666,1.94984375,linear_hidden_router,0.9498437500000001,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,-0.017514121904969215,2.0260382080078125,1.903203125,linear_hidden_router,0.9032031250000001,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,-0.007251879945397376,2.02694091796875,1.80740234375,linear_hidden_router,0.80740234375,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.00022460799664258895,2.028897066116333,1.71072265625,linear_hidden_router,0.71072265625,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.006739042326807981,2.0312992548942566,1.6153515625,linear_hidden_router,0.6153515624999999,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.013157039880752563,2.034075844287872,1.51595703125,linear_hidden_router,0.5159570312499999,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.020084641501307485,2.0388349676132203,1.4135546875,linear_hidden_router,0.4135546875,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.027943120710551717,2.042583327293396,1.311484375,linear_hidden_router,0.31148437500000004,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.03767696768045426,2.0486040019989016,1.20634765625,linear_hidden_router,0.20634765624999996,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.051631648093462004,2.0567234539985657,1.10384765625,linear_hidden_router,0.10384765624999992,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.06336771100759506,2.061371269226074,1.0534375,linear_hidden_router,0.05343750000000003,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.15114016830921173,2.0681674003601076,1.0,linear_hidden_router,0.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_11,,,0.15114039182662964,2.0681674003601076,1.0,linear_hidden_router,0.0,online learned gate inside frozen model,11.0
validation_exploratory_linear_hidden_router_seed_22,,,-0.07826271653175354,2.0254147696495055,2.0,linear_hidden_router,1.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,-0.07826249301433563,2.0254147696495055,2.0,linear_hidden_router,1.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,-0.01857932340353727,2.0254575037956237,1.94982421875,linear_hidden_router,0.9498242187499999,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,-0.011350621469318865,2.0259065318107603,1.896015625,linear_hidden_router,0.896015625,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,-0.0024574499577283836,2.0269221329689024,1.79236328125,linear_hidden_router,0.7923632812500001,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.004106391593813895,2.0288560652732848,1.6966015625,linear_hidden_router,0.6966015624999999,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.009995007142424584,2.0307084560394286,1.59814453125,linear_hidden_router,0.59814453125,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.01579402294009924,2.032775936126709,1.49869140625,linear_hidden_router,0.4986914062500001,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.02198249548673629,2.035701322555542,1.40173828125,linear_hidden_router,0.4017382812500001,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.02930608112365006,2.0402398777008055,1.29931640625,linear_hidden_router,0.29931640625,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.03872155249118806,2.046719579696655,1.197734375,linear_hidden_router,0.19773437500000002,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.05240298211574555,2.0564597916603087,1.09939453125,linear_hidden_router,0.09939453124999997,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.06317582726478575,2.0615363097190857,1.0522265625,linear_hidden_router,0.05222656250000002,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.14419503509998322,2.0681674003601076,1.0,linear_hidden_router,0.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_22,,,0.14419525861740112,2.0681674003601076,1.0,linear_hidden_router,0.0,online learned gate inside frozen model,22.0
validation_exploratory_linear_hidden_router_seed_33,,,-0.07227179408073425,2.0254147696495055,2.0,linear_hidden_router,1.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,-0.07227157056331635,2.0254147696495055,2.0,linear_hidden_router,1.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,-0.023013697564601896,2.0255178689956663,1.94935546875,linear_hidden_router,0.9493554687500001,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,-0.015499982610344881,2.0257921051979064,1.898125,linear_hidden_router,0.8981250000000001,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,-0.006493007391691203,2.0269974279403686,1.7987890625,linear_hidden_router,0.7987890625,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.0003584232181310642,2.028565068244934,1.69677734375,linear_hidden_router,0.69677734375,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.006990594416856778,2.030192110538483,1.59599609375,linear_hidden_router,0.59599609375,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.013729162514209747,2.033398404121399,1.493359375,linear_hidden_router,0.49335937500000004,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.021077554300427435,2.037325372695923,1.3923046875,linear_hidden_router,0.3923046875,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.029231134429574007,2.041831488609314,1.2943359375,linear_hidden_router,0.2943359375000001,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.039176735281944305,2.0479321217536928,1.19462890625,linear_hidden_router,0.19462890624999996,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.05347489342093468,2.0570240688323973,1.0975390625,linear_hidden_router,0.0975390625000001,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.0654943499714136,2.0614099168777464,1.050625,linear_hidden_router,0.05062499999999992,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.15257132053375244,2.0681674003601076,1.0,linear_hidden_router,0.0,online learned gate inside frozen model,33.0
validation_exploratory_linear_hidden_router_seed_33,,,0.15257154405117035,2.0681674003601076,1.0,linear_hidden_router,0.0,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_11,,,-0.17645376920700073,2.0254147696495055,2.0,mlp_hidden_router,1.0,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,-0.17645317316055298,2.0254147696495055,2.0,mlp_hidden_router,1.0,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,-0.04120351504534482,2.026125330924988,1.95052734375,mlp_hidden_router,0.9505273437499999,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,-0.029265022277832026,2.027137451171875,1.90640625,mlp_hidden_router,0.9064062500000001,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,-0.015352392755448818,2.027919800281525,1.81365234375,mlp_hidden_router,0.8136523437500001,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,-0.005229707434773456,2.028898777961731,1.718359375,mlp_hidden_router,0.7183593749999999,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.003540463186800483,2.030358591079712,1.6233203125,mlp_hidden_router,0.6233203125,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.012345443479716778,2.0329009556770323,1.5216015625,mlp_hidden_router,0.5216015624999999,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.021609480679035165,2.0360303854942323,1.4169921875,mlp_hidden_router,0.4169921875,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.03249705396592616,2.03951550245285,1.31734375,mlp_hidden_router,0.31734375000000004,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.04658943712711336,2.0442589926719665,1.21568359375,mlp_hidden_router,0.2156835937499999,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.07018314152956011,2.0521408534049987,1.10984375,mlp_hidden_router,0.10984375000000002,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.09486457407474516,2.0572940063476564,1.0548828125,mlp_hidden_router,0.054882812500000044,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.42348191142082214,2.0681674003601076,1.0,mlp_hidden_router,0.0,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_11,,,0.4234825074672699,2.0681674003601076,1.0,mlp_hidden_router,0.0,online learned gate inside frozen model,11.0
validation_exploratory_mlp_hidden_router_seed_22,,,-0.1576085090637207,2.0254147696495055,2.0,mlp_hidden_router,1.0,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,-0.15760795772075653,2.0254147696495055,2.0,mlp_hidden_router,1.0,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,-0.038589492440223694,2.02607946395874,1.9484375,mlp_hidden_router,0.9484375,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,-0.02627953216433525,2.0260701608657836,1.89828125,mlp_hidden_router,0.8982812499999999,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,-0.012650060281157493,2.0268817830085752,1.79845703125,mlp_hidden_router,0.7984570312499999,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,-0.003271505236625673,2.028125104904175,1.7044140625,mlp_hidden_router,0.7044140624999999,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.005164219811558727,2.0301068520545957,1.60548828125,mlp_hidden_router,0.60548828125,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.013726925477385521,2.032428822517395,1.5037890625,mlp_hidden_router,0.5037890625000001,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.022935492172837253,2.03536363363266,1.4015625,mlp_hidden_router,0.40156250000000004,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.033842800557613364,2.0387888169288635,1.3016796875,mlp_hidden_router,0.30167968750000007,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.04837117344141007,2.0439948534965513,1.20009765625,mlp_hidden_router,0.2000976562500001,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.07172396704554562,2.051920392513275,1.0997265625,mlp_hidden_router,0.0997265624999999,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.09476089179515826,2.057149224281311,1.0505078125,mlp_hidden_router,0.05050781250000003,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.3871821463108063,2.0681674003601076,1.0,mlp_hidden_router,0.0,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_22,,,0.38718268275260925,2.0681674003601076,1.0,mlp_hidden_router,0.0,online learned gate inside frozen model,22.0
validation_exploratory_mlp_hidden_router_seed_33,,,-0.16521383821964264,2.0254235434532166,1.999921875,mlp_hidden_router,0.9999218750000001,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,-0.16521328687667847,2.0254235434532166,1.999921875,mlp_hidden_router,0.9999218750000001,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,-0.042400528118014334,2.0259093976020814,1.9496484375,mlp_hidden_router,0.9496484375,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,-0.029313297569751734,2.026115407943726,1.89798828125,mlp_hidden_router,0.89798828125,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,-0.014960519224405283,2.0265865755081176,1.7948046875,mlp_hidden_router,0.7948046875000001,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,-0.0049988370388746265,2.0275089263916017,1.693984375,mlp_hidden_router,0.6939843750000001,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.003554484248161318,2.028571932315826,1.59693359375,mlp_hidden_router,0.59693359375,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.011866096407175064,2.030703277587891,1.4991015625,mlp_hidden_router,0.49910156249999993,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.020957057178020478,2.033629503250122,1.39908203125,mlp_hidden_router,0.3990820312500001,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.03190251886844634,2.038264310359955,1.29927734375,mlp_hidden_router,0.29927734375000004,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.04630442112684253,2.045158848762512,1.20078125,mlp_hidden_router,0.2007812499999999,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.07026150077581406,2.0518701028823854,1.09822265625,mlp_hidden_router,0.09822265624999993,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.09470300525426863,2.057446458339691,1.04841796875,mlp_hidden_router,0.04841796874999993,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.38593918085098267,2.0681674003601076,1.0,mlp_hidden_router,0.0,online learned gate inside frozen model,33.0
validation_exploratory_mlp_hidden_router_seed_33,,,0.38593971729278564,2.0681674003601076,1.0,mlp_hidden_router,0.0,online learned gate inside frozen model,33.0
