base_seed,gate_seed,budget,method,decisions,selected_count,fraction_k2,experts_per_token,precision_positive_delta,mean_selected_delta,median_selected_delta,p90_selected_delta,captured_delta_per_decision,recall_top5,precision_top5,recall_top10,precision_top10,recall_top20,precision_top20
602,11,1.3,MLP,76800,23585,0.30709635416666664,1.3070963541666667,0.5479754080983676,0.02830345884884771,0.00537109375,0.228515625,0.008691889022787412,0.5880208333333333,0.09573881704473182,0.516796875,0.16828492686029256,0.4371744791666667,0.28471486114055544
602,11,1.3,margin,76800,23271,0.3030078125,1.3030078125,0.5694211679773108,0.030084238408495095,0.0033721923828125,0.2734375,0.00911575927088658,0.7369791666666666,0.12161058828584934,0.6290364583333333,0.2075974388724163,0.4892578125,0.3229341240170169
602,22,1.1,MLP,76800,7998,0.104140625,1.104140625,0.5808952238059515,0.05990396806316753,0.01953125,0.3720703125,0.006238436674078305,0.37838541666666664,0.1816704176044011,0.2877604166666667,0.27631907976994247,0.21041666666666667,0.4041010252563141
602,22,1.1,margin,76800,7749,0.1008984375,1.1008984375,0.5985288424312815,0.05035450911118855,0.0064697265625,0.3664062499999998,0.005080691290398439,0.3372395833333333,0.16711833785004518,0.2565104166666667,0.2542263517873274,0.1828125,0.3623693379790941
602,22,1.2,MLP,76800,15799,0.20571614583333334,1.2057161458333334,0.5561744414203431,0.0382822529184146,0.0068359375,0.27890625000000036,0.007875277524193128,0.515625,0.1253243876194696,0.4322916666666667,0.2101398822710298,0.34427083333333336,0.3347047281473511
602,22,1.2,margin,76800,15510,0.201953125,1.201953125,0.5788523533204384,0.03917872332358345,0.004027366638183594,0.3203125,0.007912265608708063,0.590625,0.14622823984526112,0.47408854166666664,0.2347517730496454,0.34856770833333334,0.3451966473243069
602,22,1.3,MLP,76800,23440,0.30520833333333336,1.3052083333333333,0.5446672354948805,0.02886857888804361,0.00390625,0.2373046875,0.008810930848121644,0.6130208333333333,0.10042662116040955,0.5348958333333333,0.17525597269624574,0.45026041666666666,0.29505119453924916
602,22,1.3,margin,76800,23271,0.3030078125,1.3030078125,0.5694211679773108,0.030084238408495095,0.0033721923828125,0.2734375,0.00911575927088658,0.7369791666666666,0.12161058828584934,0.6290364583333333,0.2075974388724163,0.4892578125,0.3229341240170169
602,33,1.1,MLP,76800,7810,0.10169270833333334,1.1016927083333334,0.5701664532650448,0.05497198813092846,0.017578125,0.35849609375000036,0.00559025035550197,0.35052083333333334,0.17234314980793855,0.26875,0.2642765685019206,0.19895833333333332,0.3912932138284251
602,33,1.1,margin,76800,7749,0.1008984375,1.1008984375,0.5985288424312815,0.05035450911118855,0.0064697265625,0.3664062499999998,0.005080691290398439,0.3372395833333333,0.16711833785004518,0.2565104166666667,0.2542263517873274,0.1828125,0.3623693379790941
602,33,1.2,MLP,76800,15268,0.19880208333333332,1.1988020833333333,0.5495153261723867,0.03659390335093002,0.0068359375,0.2734375,0.007274944223463535,0.4864583333333333,0.122347393240765,0.4041666666666667,0.20330102174482578,0.3265625,0.3285302593659942
602,33,1.2,margin,76800,15510,0.201953125,1.201953125,0.5788523533204384,0.03917872332358345,0.004027366638183594,0.3203125,0.007912265608708063,0.590625,0.14622823984526112,0.47408854166666664,0.2347517730496454,0.34856770833333334,0.3451966473243069
602,33,1.3,MLP,76800,22571,0.29389322916666666,1.2938932291666667,0.5383899694297993,0.02671674490344682,0.00341796875,0.2294921875,0.00785187043249607,0.5666666666666667,0.09640689380178105,0.49244791666666665,0.16756014354702936,0.41901041666666666,0.2851446546453414
602,33,1.3,margin,76800,23271,0.3030078125,1.3030078125,0.5694211679773108,0.030084238408495095,0.0033721923828125,0.2734375,0.00911575927088658,0.7369791666666666,0.12161058828584934,0.6290364583333333,0.2075974388724163,0.4892578125,0.3229341240170169
603,11,1.1,MLP,76800,7560,0.0984375,1.0984375,0.5970899470899471,0.05788273445512883,0.029296875,0.359375,0.005697831672926743,0.33203125,0.16865079365079366,0.26588541666666665,0.2701058201058201,0.19772135416666667,0.4017195767195767
603,11,1.1,margin,76800,7616,0.09916666666666667,1.0991666666666666,0.5997899159663865,0.04825021288975948,0.01795196533203125,0.35546875,0.0047848127782344815,0.3184895833333333,0.16058298319327732,0.253515625,0.2556460084033613,0.18704427083333333,0.37723214285714285
603,11,1.2,MLP,76800,15227,0.19826822916666667,1.1982682291666666,0.5750968674065804,0.03970825738694543,0.0130615234375,0.2783203125,0.007872885875403881,0.4778645833333333,0.12050962106784002,0.4125,0.20805148748932817,0.33196614583333334,0.3348656990871478
603,11,1.2,margin,76800,15360,0.2,1.2,0.5767578125,0.03512694115440051,0.009765625,0.3013183593750002,0.007025388230880101,0.5247395833333334,0.13118489583333334,0.439453125,0.2197265625,0.343359375,0.343359375
603,11,1.3,MLP,76800,22761,0.2963671875,1.2963671875,0.5629805368832652,0.031057773472936912,0.0068359375,0.236328125,0.009204504974186421,0.5760416666666667,0.09718377927156101,0.5118489583333333,0.17270770177057246,0.43313802083333336,0.29229822942752953
603,11,1.3,margin,76800,23118,0.301015625,1.301015625,0.5630244830867722,0.027903528235777304,0.005474090576171875,0.263671875,0.008399397991597652,0.6703125,0.1113418115753958,0.5787760416666666,0.19227441820226662,0.47174479166666666,0.3134354182887793
603,22,1.1,MLP,76800,7504,0.09770833333333333,1.0977083333333333,0.585954157782516,0.050041502726865986,0.02325439453125,0.34685058593749996,0.004889471828937531,0.3145833333333333,0.16098081023454158,0.25677083333333334,0.26279317697228144,0.18841145833333334,0.38566098081023453
603,22,1.1,margin,76800,7616,0.09916666666666667,1.0991666666666666,0.5997899159663865,0.04825021288975948,0.01795196533203125,0.35546875,0.0047848127782344815,0.3184895833333333,0.16058298319327732,0.253515625,0.2556460084033613,0.18704427083333333,0.37723214285714285
603,22,1.2,MLP,76800,15194,0.19783854166666667,1.1978385416666666,0.5696985652231144,0.036347420478912186,0.0107421875,0.2734375,0.007190920660893122,0.46067708333333335,0.1164275371857312,0.399609375,0.20198762669474793,0.3194661458333333,0.32295643016980385
603,22,1.2,margin,76800,15360,0.2,1.2,0.5767578125,0.03512694115440051,0.009765625,0.3013183593750002,0.007025388230880101,0.5247395833333334,0.13118489583333334,0.439453125,0.2197265625,0.343359375,0.343359375
603,22,1.3,MLP,76800,22917,0.2983984375,1.2983984375,0.5594100449448008,0.028860996690944794,0.005859375,0.232421875,0.008612076317270597,0.5653645833333333,0.09473316751756337,0.507421875,0.17004843565911767,0.4287109375,0.2873412750359995
603,22,1.3,margin,76800,23118,0.301015625,1.301015625,0.5630244830867722,0.027903528235777304,0.005474090576171875,0.263671875,0.008399397991597652,0.6703125,0.1113418115753958,0.5787760416666666,0.19227441820226662,0.47174479166666666,0.3134354182887793
603,33,1.1,MLP,76800,7549,0.09829427083333334,1.0982942708333334,0.5880249039607895,0.056068407271710245,0.0267333984375,0.3638671874999999,0.005511203209559123,0.34296875,0.17446019340309976,0.2674479166666667,0.27208901841303484,0.1939453125,0.3946218042124785
603,33,1.1,margin,76800,7616,0.09916666666666667,1.0991666666666666,0.5997899159663865,0.04825021288975948,0.01795196533203125,0.35546875,0.0047848127782344815,0.3184895833333333,0.16058298319327732,0.253515625,0.2556460084033613,0.18704427083333333,0.37723214285714285
603,33,1.2,MLP,76800,15287,0.19904947916666665,1.1990494791666666,0.5667560672466802,0.03865239771023659,0.01171875,0.287109375,0.007693739632765452,0.50390625,0.12657813828743378,0.4217447916666667,0.2118793746320403,0.33033854166666665,0.3319160070648263
603,33,1.2,margin,76800,15360,0.2,1.2,0.5767578125,0.03512694115440051,0.009765625,0.3013183593750002,0.007025388230880101,0.5247395833333334,0.13118489583333334,0.439453125,0.2197265625,0.343359375,0.343359375
603,33,1.3,MLP,76800,23006,0.29955729166666667,1.2995572916666667,0.5560288620359906,0.030754594132142266,0.00665283203125,0.2452392578125,0.009212762924532096,0.61015625,0.10184299747891855,0.5397135416666666,0.18017039033295662,0.44609375,0.29783534730070416
603,33,1.3,margin,76800,23118,0.301015625,1.301015625,0.5630244830867722,0.027903528235777304,0.005474090576171875,0.263671875,0.008399397991597652,0.6703125,0.1113418115753958,0.5787760416666666,0.19227441820226662,0.47174479166666666,0.3134354182887793
