base_seed,gate_seed,target_experts_per_token,mlp_actual_experts_per_token,margin_actual_experts_per_token,mlp_validation_loss,margin_validation_loss,delta_loss,mlp_threshold,margin_threshold
404,33,1.4,1.406484375,1.4100390625,2.03291081905365,2.03213684797287,0.0007739710807799227,0.01566557288169861,0.48338899612426767
404,33,1.5,1.50921875,1.50865234375,2.0312921047210692,2.0303582549095154,0.0009338498115538663,0.008465416729450226,0.5393324494361877
505,11,1.1,1.10279296875,1.10349609375,2.0550447940826415,2.054268546104431,0.0007762479782105203,0.059017935395240785,0.135711345076561
505,11,1.2,1.20337890625,1.20181640625,2.0491195631027224,2.048234689235687,0.0008848738670352851,0.03811542540788651,0.2532350838184357
505,11,1.3,1.305078125,1.30701171875,2.0455221462249757,2.0451712584495545,0.00035088777542124916,0.02605165299028157,0.35700584650039674
505,11,1.4,1.4007421875,1.4075,2.043433377742767,2.042142701148987,0.0012906765937801268,0.017501797527074807,0.4376481354236603
505,11,1.5,1.4998046875,1.5053515625,2.0419705295562744,2.039731047153473,0.0022394824028015847,0.010265298653393984,0.5010219812393188
505,22,1.1,1.10060546875,1.10349609375,2.055701539516449,2.054268546104431,0.0014329934120178578,0.06147976741194726,0.135711345076561
505,22,1.2,1.20201171875,1.20181640625,2.048014853000641,2.048234689235687,-0.00021983623504606697,0.04053757414221769,0.2532350838184357
505,22,1.3,1.30087890625,1.30701171875,2.0448381400108335,2.0451712584495545,-0.0003331184387209696,0.02816769704222678,0.35700584650039674
505,22,1.4,1.3961328125,1.4075,2.043085160255432,2.042142701148987,0.0009424591064450816,0.019191584736108776,0.4376481354236603
505,22,1.5,1.49169921875,1.5053515625,2.042057626247406,2.039731047153473,0.002326579093933301,0.011847153306007385,0.5010219812393188
505,33,1.1,1.10166015625,1.10349609375,2.0552934551239015,2.054268546104431,0.001024909019470499,0.0631038933992386,0.135711345076561
505,33,1.2,1.20111328125,1.20181640625,2.0498801255226136,2.048234689235687,0.0016454362869264827,0.04152819812297823,0.2532350838184357
505,33,1.3,1.29927734375,1.30701171875,2.0452792620658875,2.0451712584495545,0.00010800361633300781,0.028420754522085184,0.35700584650039674
505,33,1.4,1.3947265625,1.4075,2.042381241321564,2.042142701148987,0.000238540172576851,0.018442723155021663,0.4376481354236603
505,33,1.5,1.49173828125,1.5053515625,2.041060059070587,2.039731047153473,0.001329011917114098,0.010021597146987915,0.5010219812393188
